Id,Title,Lat,Lng,Categories,Address,Website,Tel,SourceImage,Region
mdcl_3548816,Bumin Hospital Seoul (서울부민병원),37.5569169709,126.8509190354,Clinic,"1st Floor, International Healthcare Center, 389 Gonghang-daero, Gangseo-gu, Seoul (07590)",,,,
mdcl_3548137,Bundang Jesaeng Hospital (대진의료재단 분당제생병원),37.3882552912,127.1217935811,Clinic,"4th Floor, New Building, 20 Seohyeon-ro 180beon-gil, Bundang-gu, Seongnam-si, Gyeonggi-do (13590)",,,,
mdcl_3365841,Busan Adventist Hospital (삼육부산병원),35.1125518126,129.0115082254,Clinic,"(Seodaesin-dong 2(i)-ga),170 Daeti-ro, Seo-gu, Busan (49230)",,,,
mdcl_3466909,Busan BGSS Eye Clinic (부산밝은세상안과),35.1572448908,129.0581557245,Clinic,"8F-11F, 74 Seomyeon-ro, Busanjin-gu, Busan (47286)",,,,
mdcl_3366484,Busan JMJ (부산제이엠제이),35.1521316444,129.0619694214,Clinic,"50 Jungang-daero 666beon-gil, Busanjin-gu, Busan (47300)",,,,
mdcl_3466939,Busan St Mary's Hospital (부산성모병원),35.1107566018,129.1096608507,Clinic,"25-14 Yongho-ro 232beon-gil, Nam-gu, Busan (48575)",,,,
mdcl_3364622,Busan Wooridul Spine Hospital (부산우리들병원),35.2213298852,129.0856043560,Clinic,"1523 Jungang-daero, Dongnae-gu, Busan (47710)",,,,
mdcl_3366432,CHA Bundang Medical Center (차의과학대학교 분당차병원),37.4099083995,127.1253093166,Clinic,"59 Yatap-ro, Bundang-gu, Seongnam-si, Gyeonggi-do (13496)",,,,
mdcl_3562726,CM Hospital (CM병원),37.5188612288,126.9039347180,Clinic,"CM Chungmu Hospital, 13 Yeongdeungpo-ro 36-gil, Yeongdeungpo-gu, Seoul (07301)",,,,
mdcl_3441544,CMC Confidence (씨엠씨 컨피던스),37.5205717242,127.0356782255,Clinic,"#207, Ra-dong, 14 Eonju-ro 148-gil, Gangnam-gu, Seoul (06057)",,,,
mdcl_3366188,COANMI PLASTIC SURGERY (코앤미성형외과의원),37.4988268657,127.0267074350,Clinic,"(10th Floor, Tongyeong Building), 405 Gangnam-daero, Seocho-gu, Seoul (06615)",,,,
mdcl_3367085,Catholic Kwandong University International ST.Mary's Hospital (가톨릭관동대학교 국제성모병원),37.5423740216,126.6835847124,Clinic,"25 Simgok-ro 100beon-gil, Seohae-gu, Incheon (22711)",,,,
mdcl_3366179,Cha Fertility Ceter - Seoul Station ((의)성광의료재단 차여성의원),37.5555832124,126.9737773174,Clinic,"(2nd Floor, Seoul Square), 416 Hangang-daero, Jung-gu, Seoul (04637)",,,,
mdcl_3364756,"Cha Gangnam Medical Center, Cha University (차의과학대학교 강남차병원)",37.5066983126,127.0344120670,Clinic,"(Yeoksam-dong), 566 Nonhyeon-ro, Gangnam-gu, Seoul (06135)",,,,
mdcl_3591234,Chamin Plastic Surgery (차민성형외과의원),37.5069064137,127.0228270043,Clinic,"4th–6th Floors, Cheongha Building, 503 Gangnam-daero, Seocho-gu, Seoul (06536)",,,,
mdcl_3549360,Charmdaun Korean Medical Clinic (참다운 한의원),35.8703567587,128.6335259766,Clinic,"3rd Floor, Jasam Building, 50 Hwarang-ro, Suseong-gu, Daegu (42038)",,,,
mdcl_3364627,Chaum (차움의원),37.5233604406,127.0441051566,Clinic,"(2nd Floor, Pie'n Polus), 442 Dosan-daero, Gangnam-gu, Seoul (06062)",,,,
mdcl_3366570,Children's Dental Center (씨디씨어린이치과의원),37.5206692889,127.0553653192,Clinic,"11, Hakdong-ro 97-gil, Gangnam-gu, Seoul (06072)",,,,
mdcl_3365009,Choi Hyeok Korean Medicine Clinic (최혁한의원),37.5806592297,127.0380013098,Clinic,"(1st Floor), 52 Yangnyeongdong-gil, Dongdaemun-gu, Seoul (02570)",,,,
mdcl_3364564,Chonnam National University Hospital (전남대학교병원),35.1425059777,126.9208657915,Clinic,"42 Jebong-ro, Dong-gu, Jeonnam-Gwangju Special Metropolitan City (61469)",,,,
mdcl_3549387,Chonnam National University Hwasun Hospital (화순전남대학교병원),35.0603971542,127.0010690978,Clinic,"B1 Floor, International Medical Center, 322 Seoyang-ro, Hwasun-eup, Hwasun-gun, Jeonnam-Gwangju Special Metropolitan City (58128)",,,,
mdcl_3366398,Chung-Ang Uiversity Hospital (중앙대학교병원),37.5076357737,126.9608659589,Clinic,"102 Heukseok-ro, Dongjak-gu, Seoul (06973)",,,,
mdcl_3366418,"Circletour Co., Ltd. (주식회사 써클투어)",37.4919055257,127.0310627899,Clinic,"(#1411, Hwanghwa Building), 320 Gangnam-daero, Gangnam-gu, Seoul (06252)",,,,
mdcl_3562759,Clean Vein Surgery Clinic (클린외과의원),37.5046316919,127.0236103311,Clinic,"5th Floor, Hyeoncheol Building, 371 Sapyeong-daero, Seocho-gu, Seoul (06541)",,,,
mdcl_3580435,Creation & Love Women's Hospital (CLWH) (시엘병원),35.1614865680,126.8853628995,Clinic,"957 Mujin-daero, Seo-gu, Jeonnam-Gwangju Special Metropolitan City (61917)",,,,
mdcl_3549075,DA Plastic Surgery (디에이성형외과),37.4996574148,127.0316930691,Clinic,"DA Plastic Surgery Building, 125 Teheran-ro, Gangnam-gu, Seoul (06133)",,,,
mdcl_3539802,DERAaN Cheongdam Clinic (더안청담의원),37.5228798678,127.0400305417,Clinic,"2nd Floor, Cheongdam First Tower, 406 Dosan-daero, Gangnam-gu, Seoul (06062)",,,,
mdcl_3366511,DIRAMS Korea Cancer Center Hospital(KCCH) (동남권원자력의학원 원자력병원),35.3207161021,129.2424018483,Clinic,"40 Jwadong-gil, Jangan-eup, Gijang-gun, Busan (46033)",,,,
mdcl_3364834,DL Plastic Surgery (디엘성형외과의원),37.5120002237,127.0204465215,Clinic,"(4th Floor, Peyto Plaza), 563 Gangnam-daero, Seocho-gu, Seoul (06531)",,,,
mdcl_3364641,DM Plastic Surgery (디엠성형외과),37.5262542413,127.0269982998,Clinic,"(2nd Floor), 158 Apgujeong-ro, Gangnam-gu, Seoul (06030)",,,,
mdcl_3367406,DOWON TOUR (도원국제여행사),37.6339536307,127.0710745564,Clinic,"(#323), 9 Gongneung-ro 59ga-gil, Nowon-gu, Seoul (01830)",,,,
mdcl_3366119,DRAnh Hairplant Clinic (닥터안헤어플란트의원),37.5144002055,127.0349617988,Clinic,"(2nd Floor), 647 Eonju-ro, Gangnam-gu, Seoul (06105)",,,,
mdcl_3562921,Daegu Fatima Hospital (대구파티마병원),35.8835606423,128.6239347870,Clinic,"99 Ayang-ro, Dong-gu, Daegu (41199)",,,,
mdcl_3365252,Deesse Plastic Surgery (청담여신성형외과의원),37.5162441789,127.0206713808,Clinic,"(14th-15th Floors, Nonhyeon-dong), 108 Dosan-daero, Gangnam-gu, Seoul (06038)",,,,
mdcl_3477557,Design Plastic Surgery Clinic (디자인성형외과의원),35.1580947831,129.0574863151,Clinic,"10F, 785, Gaya-daero, Busanjin-gu, Busan (47257)",,,,
mdcl_3364592,Docfinderkorea (닥파인더코리아),37.5006906522,127.0330706923,Clinic,"(#301, 3rd Floor), 72 Gangnam-daero 94-gil, Gangnam-gu, Seoul (06133)",,,,
mdcl_3366209,Dogo Dental Clinic (도고치과의원),37.5142423132,127.0584791065,Clinic,"(4th Floor, Yungok Building), 533 Bongeunsa-ro, Gangnam-gu, Seoul (06087)",,,,
mdcl_3580187,Dong-A University Hospital (동아대학교병원),35.1202399352,129.0166131276,Clinic,"26 Daesingongwon-ro, Seo-gu, Busan (49201)",,,,
mdcl_3365404,Donggunsan Hospital (의료법인 오성의료재단 동군산병원),35.9775386150,126.7374636026,Clinic,"149 Jochon-ro, Gunsan-si, Jeonbuk-do (54033)",,,,
mdcl_3574617,Dongpyun Korean Medicine Clinic (동편부부한의원),37.3997288677,126.9616244818,Clinic,"#202, 2nd Floor, 188 Burim-ro, Dongan-gu, Anyang-si, Gyeonggi-do (14055)",,,,
mdcl_3364789,Dowoo Health Care (주식회사 도우티앤비),35.8458032001,128.5911165067,Clinic,"(2nd Floor), 7 Bongdeok-ro 1-gil, Nam-gu, Daegu (42430)",,,,
mdcl_3364565,Dr. Kim's Stem Cell Clinic (김현수내과의원),37.5286429818,127.0341448033,Clinic,"(7th Floor, Ssangbong Building), 874 Eonju-ro, Gangnam-gu, Seoul (06017)",,,,
mdcl_3367146,Dream Plastic Surgery (드림성형외과),37.5246266862,127.0288509545,Clinic,"(2nd Floor, Seokyeong University Building), 848 Nonhyeon-ro, Gangnam-gu, Seoul (06022)",,,,
mdcl_3548986,ELITE Plastic Surgery (엘리트 성형외과),37.4504100530,126.7028882920,Clinic,"7th Floor, Entas Building, 593 Inju-daero, Namdong-gu, Incheon (21558)",,,,
mdcl_3364744,Ebookers Korea Inc. ((주)이부커스코리아),37.5635884380,127.0072129322,Clinic,"(2nd Floor), 212 Jangchungdan-ro, Jung-gu, Seoul (04614)",,,,
mdcl_3364569,Evita Clinic (에비타흉부외과의원),37.5214214843,127.0278178057,Clinic,"(5th Floor, Burda Moon Building), 815 Nonhyeon-ro, Gangnam-gu, Seoul (06032)",,,,
mdcl_3547829,Ewha Womans University Mokdong Hospital (이화의대부속목동병원),37.5371171312,126.8865857849,Clinic,"1071 Anyangcheon-ro, Yangcheon-gu, Seoul (07985)",,,,
mdcl_3366161,Ewha Womans University Seoul Hospital (이화의대부속서울병원),37.5573166632,126.8362814705,Clinic,"260 Gonghang-daero, Gangseo-gu, Seoul (07804)",,,,
mdcl_3547648,Exprive (주식회사 엑스프리베),37.5414641477,127.0582478006,Clinic,"#705, 38 Ttukseom-ro 13-gil (Seongsu-dong 2-ga, Sangsang Planet), Seongdong-gu, Seoul (04785)",,,,
mdcl_3364770,Eyeonce Eye Clinic Gangnam (강남아이원스안과의원),37.5038401157,127.0235325821,Clinic,"(5th-6th Floors, K-Platz), 368 Sapyeong-daero, Seocho-gu, Seoul (06611)",,,,
mdcl_3365514,Faceline Plastic Surgery (페이스라인 성형외과의원),37.5233990477,127.0286676727,Clinic,"(1st Floor, Wonbang Plaza), 838 Nonhyeon-ro, Gangnam-gu, Seoul (06025)",,,,
mdcl_3367754,Fastlane Inc.(YEOTI) (㈜패스트레인(여신티켓)),37.5062820293,127.0530603812,Clinic,"(10th Floor), 423 Teheran-ro, Gangnam-gu, Seoul (06159)",,,,
mdcl_3539560,First Eye Clinic (퍼스트안과의원),35.0976066965,129.0350065894,Clinic,"6th–7th Floors, Eungwa & Medical Building, 5 Gudeok-ro, Jung-gu, Busan (48984)",,,,
mdcl_3467117,First Samsung Eye Center (퍼스트삼성안과의원),37.4958577817,127.0275629971,Clinic,"5F, 22 Seocho-daero 78-gil, Seocho-gu, Seoul (06621)",,,,
mdcl_3367466,Forever Plastic Surgery (포에버성형외과의원),37.5183357572,127.0292372084,Clinic,"(5th Floor, Patio9), 742 Nonhyeon-ro, Gangnam-gu, Seoul (06049)",,,,
mdcl_3575655,"Frientrip Co., Ltd. (주식회사 프렌트립)",37.5479742491,127.0441516773,Clinic,"#G704, HEYGROUND, 115 Wangsimni-ro, Seongdong-gu, Seoul (04768)",,,,
mdcl_3366551,Funtour Inc. (주식회사 재미난투어),35.1725000849,129.1310156347,Clinic,"(#803), 35 Centum dong-ro, Haeundae-gu, Busan (48059)",,,,
mdcl_3548684,GANGNAM BRIGHT-SMILE EYE CLINIC (강남밝은미소안과),37.4992712744,127.0275573454,Clinic,"3rd Floor, YBM Gangnam Center, 408 Gangnam-daero, Gangnam-gu, Seoul (06134)",,,,
mdcl_3366181,"GONGGAM HL MANAGEMENT Co., Ltd. ((주)공감에이치엘 매니지먼트)",37.5751673404,126.9901086076,Clinic,"#B119, 59 Donhwamun-ro 11ga-gil, Jongno-gu, Seoul (03132)",,,,
mdcl_3364333,GSam Hospital (지샘병원),37.3587250356,126.9473297081,Clinic,"591 Gunpo-ro, Gunpo-si, Gyeonggi-do (15839)",,,,
mdcl_3367207,Gachon University Gil Medical Center (의료법인 길의료재단 길병원),37.4514544890,126.7092960126,Clinic,"21, 774 Beon-gil, Namdong-daero, Namdong-gu, Incheon (21565)",,,,
mdcl_3364801,Galaxy Plastic Surgery (갤럭시성형외과),35.1569143711,129.0581001826,Clinic,"(9th Floor, Noblesse Tower), 1 Seomyeon-ro 68beon-gil, Busanjin-gu, Busan (47286)",,,,
mdcl_3540163,Gangnam 365 Dental Clinic (강남365치과의원),37.3809922993,126.6566777632,Clinic,"5th Floor, Honestar Mall, 157 Songdogukje-daero, Yeonsu-gu, Incheon (21984)",,,,
mdcl_3364566,Gangnam Arumdaun Nara Beauty Clinic (강남 아름다운나라 피부과),37.4978936744,127.0285934010,Clinic,"(12th Floor), 390 Gangnam-daero, Gangnam-gu, Seoul (06232)",,,,
mdcl_3452019,Gangnam Brand Eye Clinic (강남브랜드안과의원),37.5083395694,127.0222214633,Clinic,"3F & 8F-9F, 519 Gangnam-daero, Seocho-gu, Seoul (06536)",,,,
mdcl_3452285,Gangnam Grand Eye Clinic (강남그랜드안과의원),37.4951606561,127.0284684895,Clinic,"4F-5F, 363 Gangnam-daero, Seocho-gu, Seoul (06621)",,,,
mdcl_3366242,Gangnam JS Hospital (강남제이에스병원),37.4899752421,127.0337376013,Clinic,"122 Dogok-ro, Gangnam-gu, Seoul (06259)",,,,
mdcl_3364450,Gangnam Joeunnun Vision Clinic (강남조은눈안과의원),37.4987352472,127.0287683616,Clinic,"(7th,9th Floors, Meditower), 107 Teheran-ro, Gangnam-gu, Seoul (06134)",,,,
mdcl_3539938,Gangnam Leon Dental Clinic (강남레옹치과의원),37.4996128797,127.0263546669,Clinic,"4th Floor, Daedong Building, 415 Gangnam-daero, Seocho-gu, Seoul (06614)",,,,
mdcl_3364662,Gangnam Severance Hospital (연세대학교 의과대학 강남세브란스병원),37.4927390451,127.0468113333,Clinic,"211 Eonju-ro, Gangnam-gu, Seoul (06273)",,,,
mdcl_3364495,Gangnam Smile Eye Clinic (강남스마일안과의원),37.4988268657,127.0267074350,Clinic,"(4th,6th Floors, Tongyeong Building), 405 Gangnam-daero, Seocho-gu, Seoul (06615)",,,,
mdcl_3367441,Girin Plastic Surgery (기린성형외과의원),37.5026263910,127.0248380533,Clinic,"(7th-8th Floors), 54 Seocho-daero 77-gil, Seocho-gu, Seoul (06611)",,,,
mdcl_3453934,Global Plastic Surgery (글로벌성형외과의원),37.5260016141,127.0337393595,Clinic,"8F, 846 Eonju-ro, Gangnam-gu, Seoul (06020)",,,,
mdcl_3366236,Glory Medical And Tour (글로리 매디컬 앤 투어),37.3323365201,126.7961330816,Clinic,"(#101), 26 Hwarang-ro, Danwon-gu, Ansan-si, Gyeonggi-do (15375)",,,,
mdcl_3451318,Glory Seoul Eye Clinic (글로리서울안과의원),37.4972798144,127.0262186348,Clinic,"2F, 3 Seocho-daero 74-gil, Seocho-gu, Seoul (06620)",,,,
mdcl_3365450,Glovi Plastic Surgery (글로비성형외과의원),37.5244489133,127.0279899273,Clinic,"(6th Floor, EGI Building), 843 Nonhyeon-ro, Gangnam-gu, Seoul (06031)",,,,
mdcl_3540229,Gold J Clinic (골드제이의원),37.5045210748,127.0504023398,Clinic,"8th Floor, Daechi Building, 408 Teheran-ro, Gangnam-gu, Seoul (06192)",,,,
mdcl_3367727,Golden Navis (골든나비스),35.1493491662,129.0913502747,Clinic,"(5th Floor), 128 Hwangnyeong-daero 319beon-gil, Nam-gu, Busan (48431)",,,,
mdcl_3367550,Golden Tour Korea DMC (골든투어코리아 디엠씨),37.5499529653,126.9544736796,Clinic,"(#1227), 173 Mapo-daero, Mapo-gu, Seoul (04130)",,,,
mdcl_3549488,Good Moonhwa Hospital (좋은문화병원),35.1408078609,129.0591560867,Clinic,"119 Beomil-ro, Dong-gu, Busan (48735)",,,,
mdcl_3451721,Goodwill Dental Hospital (굿윌치과병원),35.1539730619,129.0596167976,Clinic,"4F, 686 Jungang-daero, Busanjin-gu, Busan (47296)",,,,
mdcl_3548871,Gowoonsesang Kim Yang-Che & Jang Bong-Seok Skin Clinic (고운세상 김양제장봉석피부과의원),35.1539730619,129.0596167976,Clinic,"5th Floor, Gyeongnam Building, 686 Jungang-daero, Busanjin-gu, Busan (47296)",,,,
mdcl_3366336,Grand Plastic Surgery (그랜드성형외과의원),37.5241156178,127.0279232756,Clinic,"(#601, 6th Floor, JB Miso Building), 841 Nonhyeon-ro, Gangnam-gu, Seoul (06031)",,,,
mdcl_3548918,Gumi Gangdong Hospital (구미강동병원),36.0962217061,128.4228715987,Clinic,"46 Indong 20-gil, Gumi-si, Gyeongsangbuk-do (39399)",,,,
mdcl_3364701,Guwol Oracle Dermatology & Plastic Surgery (구월동 오라클피부과),37.4451828474,126.7008997299,Clinic,"(6th Floor, LINK 126), 126 Yesul-ro, Namdong-gu, Incheon (21574)",,,,
mdcl_3562783,H+ Yangji Hospital (에이치플러스 양지병원),37.4844407371,126.9324886413,Clinic,"1636 Nambusunhwan-ro, Gwanak-gu, Seoul (08779)",,,,
mdcl_3549377,HERSHE Plastic Surgery (허쉬성형외과의원),37.5209913684,127.0495019551,Clinic,"2nd-4th Floors, 730 Samseong-ro, Cheongdam-dong, Gangnam-gu, Seoul (06073)",,,,
mdcl_3539693,Hakeem Travel Korea (하킴트래블코리아),37.5179193723,126.8871668279,Clinic,"7th Floor, 10 Seonyu-ro 9-gil, Yeongdeungpo-gu, Seoul (07281)",,,,
mdcl_3364734,Hansarang Hospital (의료법인 서전의료재단 한사랑병원),37.3071320362,126.8484512468,Clinic,"345 Gwandeok 1-ro, Sangnok-gu, Ansan-si, Gyeonggi-do (15494)",,,,
mdcl_3366169,Hanshin Medipia Health Care ((사) 정해복지부설 한신메디피아의원),37.5127832221,127.0068560705,Clinic,"(3rd Floor), 94 Jamwon-ro, Seocho-gu, Seoul (06520)",,,,
mdcl_3549549,Hanyang University Seoul Hospital (한양대학교병원(서울)),37.5597089743,127.0428959030,Clinic,"222-1 Wangsimni-ro, Seongdong-gu, Seoul (04763)",,,,
mdcl_3364607,HappyMedion ((주)해피메디온),37.5041543802,127.0464777071,Clinic,"(#401), 323 Teheran-ro, Gangnam-gu, Seoul (06151)",,,,
mdcl_3549447,Healingeye Clinic (힐링안과의원),37.5044011894,127.0250713153,Clinic,"10th-11th Floors, 808 Tower, 470 Gangnam-daero, Gangnam-gu, Seoul (06123)",,,,
mdcl_3539793,"Healthpedia Co., Ltd. (㈜헬스피디아)",37.5607968483,126.9934475995,Clinic,"#1014, 2 Toegye-ro 36-gil, Jung-gu, Seoul (04626)",,,,
mdcl_3575672,Heartner (하트너),37.5322955965,126.7376745016,Clinic,"2nd Floor, 5-9 Ojosan-ro 21beon-gil, Gyeyang-gu, Incheon (21080)",,,,
mdcl_3364728,Herneclinic (에르네의원),37.5023264116,127.0240159147,Clinic,"(#301-304), 59 Seocho-daero 77-gil, Seocho-gu, Seoul (06611)",,,,
mdcl_3467109,High Eye Center (하이안과),37.5173801727,127.0214796083,Clinic,"3F, 119 Dosan-daero, Gangnam-gu, Seoul (06035)",,,,
mdcl_3563137,"Himedi, Inc. (하이메디)",37.5013517384,127.0359426346,Clinic,"4th Floor, 6-9 Teheran-ro 25-gil, Gangnam-gu, Seoul (06132)",,,,
mdcl_3441540,Human Care Service ((주)휴먼케어서비스),35.1761940203,129.1258743142,Clinic,"#1012, 10F, 1-dong, 99 Centum dong-ro, Haeundae-gu, Busan (48059)",,,,
mdcl_3366347,Hyein Medical Foundation Medical Corporation Hankook   Hospital (의료법인 혜인의료재단 한국병원),33.5001635355,126.5171153570,Clinic,"(Samdo 1(il)-dong), 193 Seogwang-ro, Jeju-si, Jeju-do) (63183)",,,,
mdcl_3441496,I'mdr. LLC. (아임닥터 유한책임회사),37.5583964706,126.9568315593,Clinic,"3F, 6-3 Bugahyeon-ro 2-gil, Seodaemun-gu, Seoul (03757)",,,,
mdcl_3467306,ID Clinic (Sinsa Branch) (아이디의원(신사점)),37.5177329585,127.0242043506,Clinic,"6F, 142 Dosan-daero, Gangnam-gu, Seoul (06039)",,,,
mdcl_3539548,ID Clinic Gangnam (강남 아이디의원),37.5014154327,127.0255269137,Clinic,"11th Floor, Daewon Building, 437 Gangnam-daero, Seocho-gu, Seoul (06612)",,,,
mdcl_3539759,ID Clinic Hongdae (홍대 아이디의원),37.5551573371,126.9221598111,Clinic,"10th Floor, H-CUBE, 140 Yanghwa-ro, Mapo-gu, Seoul (04050)",,,,
mdcl_3467303,ID Hospital (아이디병원),37.5177329585,127.0242043506,Clinic,"142 Dosan-daero, Gangnam-gu, Seoul (06039)",,,,
mdcl_3365595,Ilmi Dental Clinic (일미치과의원),37.4577144884,126.6875394883,Clinic,"(9th Floor), 428 Gyeongin-ro, Michuhol-gu, Incheon (22149)",,,,
mdcl_3547942,Incheon Himchan General Hospital (인천힘찬종합병원),37.4011132089,126.7146996967,Clinic,"72 Nonhyeon-ro (Nonhyeon-dong), Namdong-gu, Incheon (21655)",,,,
mdcl_3365345,Incheon Sejong Hospital (인천세종병원),37.5325927697,126.7368662338,Clinic,"20 Geyangmunhwa-ro, Geyang-gu, Incheon (21080)",,,,
mdcl_3364863,Inha University Hospital (인하대학교의과대학부속병원),37.4579357338,126.6336443978,Clinic,"27 Inhang-ro, Jemulpo-gu, Incheon (22332)",,,,
mdcl_3547906,Inje University Haeundae Paik Hospital (인제대학교 해운대백병원),35.1732981663,129.1821917183,Clinic,"875 Haeun-daero, Haeundae-gu, Busan (48108)",,,,
